date,PX_LAST
2017-05-31,104.753
2017-06-01,104.749
2017-06-02,104.505
2017-06-05,104.639
2017-06-06,104.555
2017-06-07,104.582
2017-06-08,104.519
2017-06-09,104.414
2017-06-12,104.49
2017-06-13,104.516
2017-06-14,104.592
2017-06-15,104.83
2017-06-16,105.298
2017-06-19,105.42
2017-06-20,105.523
2017-06-21,105.272
2017-06-22,104.958
2017-06-23,105.027
2017-06-26,105.072
2017-06-27,104.96
2017-06-28,104.834
2017-06-29,104.721
2017-06-30,104.742
2017-07-03,104.829
2017-07-05,104.909
2017-07-06,104.849
2017-07-07,104.74
2017-07-10,104.661
2017-07-11,104.666
2017-07-12,104.699
2017-07-13,104.717
2017-07-14,104.67
2017-07-17,104.694
2017-07-18,104.665
2017-07-19,104.668
2017-07-20,104.665
2017-07-21,104.689
2017-07-24,104.56
2017-07-25,104.513
2017-07-26,104.704
2017-07-27,104.698
2017-07-28,104.485
2017-07-31,104.189
2017-08-01,104.417
2017-08-02,104.4
2017-08-03,104.803
2017-08-04,104.748
2017-08-07,104.763
2017-08-08,104.699
2017-08-09,104.542
2017-08-10,104.072
2017-08-11,103.975
2017-08-14,104.226
2017-08-15,104.251
2017-08-16,104.408
2017-08-17,104.291
2017-08-18,104.138
2017-08-21,104.215
2017-08-22,104.504
2017-08-23,104.53
2017-08-24,104.91
2017-08-25,105.177
2017-08-28,104.936
2017-08-29,104.958
2017-08-30,104.942
2017-08-31,104.94
2017-09-01,104.901
2017-09-05,104.495
2017-09-06,104.848
2017-09-07,104.812
2017-09-08,104.726
2017-09-11,104.819
2017-09-12,104.788
2017-09-13,104.879
2017-09-14,104.824
2017-09-15,104.814
2017-09-18,104.916
2017-09-19,105.066
2017-09-20,105.043
2017-09-21,104.937
2017-09-22,104.999
2017-09-25,104.977
2017-09-26,105.122
2017-09-27,105.234
2017-09-28,105.105
2017-09-29,105.085
2017-10-02,105.105
2017-10-03,105.178
2017-10-04,105.144
2017-10-05,105.182
2017-10-06,105.113
2017-10-10,105.111
2017-10-11,105.062
2017-10-12,105.017
2017-10-13,105.111
2017-10-16,105.094
2017-10-17,105.171
2017-10-18,105.077
2017-10-19,105.15
2017-10-20,105.061
2017-10-23,105.053
2017-10-24,105.001
2017-10-25,104.839
2017-10-26,104.715
2017-10-27,104.718
2017-10-30,104.84
2017-10-31,104.879
2017-11-01,104.815
2017-11-02,104.771
2017-11-03,104.749
2017-11-06,104.714
2017-11-07,104.515
2017-11-08,104.57
2017-11-09,104.516
2017-11-10,104.415
2017-11-13,104.338
2017-11-14,104.372
2017-11-15,104.33
2017-11-16,104.376
2017-11-17,104.374
2017-11-20,104.265
2017-11-21,104.27
2017-11-22,104.281
2017-11-24,104.352
2017-11-27,104.342
2017-11-28,104.27
2017-11-29,104.199
2017-11-30,104.229
2017-12-01,104.208
2017-12-04,104.224
2017-12-05,104.205
2017-12-06,104.25
2017-12-07,104.138
2017-12-08,104.111
2017-12-11,103.911
2017-12-12,103.804
2017-12-13,104.004
2017-12-14,103.93
2017-12-15,103.917
2017-12-18,103.873
2017-12-19,103.839
2017-12-20,103.802
2017-12-21,103.746
2017-12-22,103.766
2017-12-26,103.788
2017-12-27,103.853
2017-12-28,103.832
2017-12-29,103.851
2018-01-02,103.786
2018-01-03,103.82
2018-01-04,103.815
2018-01-05,103.779
2018-01-08,103.846
2018-01-09,103.758
2018-01-10,103.659
2018-01-11,103.687
2018-01-12,103.727
2018-01-16,103.583
2018-01-17,103.509
2018-01-18,103.507
2018-01-19,103.49
2018-01-22,103.337
2018-01-23,103.552
2018-01-24,103.438
2018-01-25,103.496
2018-01-26,103.422
2018-01-29,103.279
2018-01-30,103.349
2018-01-31,103.199
2018-02-01,103.189
2018-02-02,103.245
2018-02-05,103.267
2018-02-06,103.144
2018-02-07,103.24
2018-02-08,103.058
2018-02-09,102.939
2018-02-12,102.929
2018-02-13,102.838
2018-02-14,102.752
2018-02-15,102.553
2018-02-16,102.756
2018-02-20,102.572
2018-02-21,102.52
2018-02-22,102.394
2018-02-23,102.329
2018-02-26,102.327
2018-02-27,102.241
2018-02-28,102.098
2018-03-01,102.179
2018-03-02,102.126
2018-03-05,102.283
2018-03-06,102.401
2018-03-07,102.224
2018-03-08,102.198
2018-03-09,102.219
2018-03-12,102.148
2018-03-13,102.216
2018-03-14,102.275
2018-03-15,102.261
2018-03-16,102.284
2018-03-19,102.469
2018-03-20,102.198
2018-03-21,102.174
2018-03-22,102.11
2018-03-23,102.137
2018-03-26,101.998
2018-03-27,101.962
2018-03-28,101.89
2018-03-29,101.93
2018-04-02,102.019
2018-04-03,101.992
2018-04-04,102.098
2018-04-05,102.197
2018-04-06,102.195
2018-04-09,102.09
2018-04-10,102.306
2018-04-11,102.368
2018-04-12,102.371
2018-04-13,102.205
2018-04-16,102.402
2018-04-17,102.43
2018-04-18,102.48
2018-04-19,102.271
2018-04-20,102.125
2018-04-23,101.96
2018-04-24,101.984
2018-04-25,102.049
2018-04-26,102.171
2018-04-27,102.299
2018-04-30,102.264
2018-05-01,102.064
2018-05-02,102.391
2018-05-03,102.298
2018-05-04,102.313
2018-05-07,102.313
2018-05-08,102.247
2018-05-09,102.209
2018-05-10,102.227
2018-05-11,102.211
2018-05-14,102.127
2018-05-15,102.147
2018-05-16,102.165
2018-05-17,102.079
2018-05-18,102.081
2018-05-21,102.131
2018-05-22,102.14
2018-05-23,102.144
2018-05-24,102.325
2018-05-25,102.412
2018-05-29,102.391
2018-05-30,102.4
2018-05-31,102.148
2018-06-01,102.199
2018-06-04,102.051
2018-06-05,102.187
2018-06-06,102.164
2018-06-07,102.134
2018-06-08,101.945
2018-06-11,102.081
2018-06-12,102.157
2018-06-13,101.858
2018-06-14,101.884
2018-06-15,102.007
2018-06-18,101.966
2018-06-19,101.925
2018-06-20,101.939
2018-06-21,101.944
2018-06-22,101.908
2018-06-25,101.929
2018-06-26,101.74
2018-06-27,101.876
2018-06-28,101.64
2018-06-29,101.563
2018-07-02,101.299
2018-07-03,101.345
2018-07-05,101.463
2018-07-06,101.481
2018-07-09,101.463
2018-07-10,101.625
2018-07-11,101.377
2018-07-12,101.48
2018-07-13,101.363
2018-07-16,101.485
2018-07-17,101.495
2018-07-18,101.401
2018-07-19,101.401
2018-07-20,101.588
2018-07-23,101.585
2018-07-24,101.526
2018-07-25,101.528
2018-07-26,101.562
2018-07-27,101.563
2018-07-30,101.528
2018-07-31,101.881
2018-08-01,101.509
2018-08-02,101.712
2018-08-03,101.667
2018-08-06,101.735
2018-08-07,101.782
2018-08-08,101.739
2018-08-09,101.748
2018-08-10,101.785
2018-08-13,101.681
2018-08-14,101.739
2018-08-15,101.715
2018-08-16,101.752
2018-08-17,101.82
2018-08-20,101.784
2018-08-21,101.755
2018-08-22,101.725
2018-08-23,101.7
2018-08-24,101.698
2018-08-27,101.58
2018-08-28,101.636
2018-08-29,101.587
2018-08-30,101.676
2018-08-31,101.742
2018-09-04,101.691
2018-09-05,101.76
2018-09-06,101.693
2018-09-07,101.489
2018-09-10,101.56
2018-09-11,101.521
2018-09-12,101.5
2018-09-13,101.47
2018-09-14,101.576
2018-09-17,101.604
2018-09-18,101.601
2018-09-19,101.665
2018-09-20,101.679
2018-09-21,101.797
2018-09-24,101.747
2018-09-25,101.73
2018-09-26,101.6
2018-09-27,101.79
2018-09-28,101.711
2018-10-01,101.699
2018-10-02,101.698
2018-10-03,101.605
2018-10-04,101.649
2018-10-05,101.614
2018-10-09,101.567
2018-10-10,101.629
2018-10-11,101.535
2018-10-12,101.523
2018-10-15,101.402
2018-10-16,101.457
2018-10-17,101.328
2018-10-18,101.248
2018-10-19,101.301
2018-10-22,101.299
2018-10-23,101.187
2018-10-24,101.215
2018-10-25,101.173
2018-10-26,101.356
2018-10-29,101.24
2018-10-30,101.21
2018-10-31,101.376
2018-11-01,101.204
2018-11-02,101.159
2018-11-05,101.029
2018-11-06,101.072
2018-11-07,101.081
2018-11-08,100.936
2018-11-09,101.011
2018-11-13,101.093
2018-11-14,100.994
2018-11-15,101.097
2018-11-16,101.091
2018-11-19,101.048
2018-11-20,100.7
2018-11-21,100.759
2018-11-23,100.717
2018-11-26,100.64
2018-11-27,100.453
2018-11-28,100.614
2018-11-29,100.604
2018-11-30,100.624
2018-12-03,100.322
2018-12-04,100.749
2018-12-06,100.439
2018-12-07,100.856
2018-12-10,100.708
2018-12-11,100.712
2018-12-12,100.7
2018-12-13,100.935
2018-12-14,100.503
2018-12-17,100.457
2018-12-18,100.551
2018-12-19,100.759
2018-12-20,100.69
2018-12-21,100.66
2018-12-24,100.772
2018-12-26,100.686
2018-12-27,100.705
2018-12-28,100.72
2018-12-31,100.728
2019-01-02,100.857
2019-01-03,100.8
2019-01-04,100.51
2019-01-07,100.695
2019-01-08,100.42
2019-01-09,100.504
2019-01-10,100.416
2019-01-11,100.651
2019-01-14,100.643
2019-01-15,100.692
2019-01-16,100.678
2019-01-17,100.688
2019-01-18,100.872
2019-01-22,100.847
2019-01-23,100.816
2019-01-24,101.202
2019-01-25,101.018
2019-01-28,101.031
2019-01-29,101.143
2019-01-30,101.394
2019-01-31,101.408
2019-02-01,101.408
2019-02-04,101.565
2019-02-05,101.682
2019-02-06,101.454
2019-02-07,101.576
2019-02-08,101.628
2019-02-11,101.582
2019-02-12,101.511
2019-02-13,101.527
2019-02-14,101.475
2019-02-15,101.456
2019-02-19,101.518
2019-02-20,101.31
2019-02-21,101.262
2019-02-22,101.413
2019-02-25,101.383
2019-02-26,101.407
2019-02-27,101.408
2019-02-28,101.377
2019-03-01,101.365
2019-03-04,101.459
2019-03-05,101.521
2019-03-06,101.5
2019-03-07,101.518
2019-03-08,101.637
2019-03-11,101.602
2019-03-12,101.678
2019-03-13,101.613
2019-03-14,101.66
2019-03-15,101.74
2019-03-18,101.715
2019-03-19,101.715
2019-03-20,101.795
2019-03-21,101.795
2019-03-22,101.907
2019-03-25,101.854
2019-03-26,102.114
2019-03-27,102.018
2019-03-28,102.095
2019-03-29,101.93
2019-04-01,101.704
2019-04-02,101.736
2019-04-03,101.857
2019-04-04,101.865
2019-04-05,101.798
2019-04-08,101.784
2019-04-09,101.764
2019-04-10,101.807
2019-04-11,101.853
2019-04-12,101.836
2019-04-15,101.873
2019-04-16,101.894
2019-04-17,101.832
2019-04-18,101.936
2019-04-22,101.93
2019-04-23,101.956
2019-04-24,102.067
2019-04-25,101.978
2019-04-26,102.138
2019-04-29,102.06
2019-04-30,101.857
2019-05-01,101.793
2019-05-02,101.746
2019-05-03,102.029
2019-05-06,101.646
2019-05-07,101.661
2019-05-08,101.5
2019-05-09,101.818
2019-05-10,101.906
2019-05-13,101.965
2019-05-14,101.89
2019-05-15,101.806
2019-05-16,101.992
2019-05-17,101.836
2019-05-20,101.76
2019-05-21,101.67
2019-05-22,101.627
2019-05-23,101.701
2019-05-24,101.706
2019-05-28,101.713
2019-05-29,101.698
2019-05-30,101.67
2019-05-31,101.712
2019-06-03,102.001
2019-06-04,101.847
2019-06-05,101.96
2019-06-06,101.834
2019-06-07,101.776
2019-06-10,101.715
2019-06-11,101.772
2019-06-12,101.836
2019-06-13,101.879
2019-06-14,101.852
2019-06-17,101.827
2019-06-18,101.962
2019-06-19,102.244
2019-06-20,102.138
2019-06-21,102.576
2019-06-24,102.416
2019-06-25,102.159
2019-06-26,102.028
2019-06-27,102.014
2019-06-28,101.977
2019-07-01,101.956
2019-07-02,102.126
2019-07-03,102.123
2019-07-05,102.02
2019-07-08,101.878
2019-07-09,101.964
2019-07-10,102.2
2019-07-11,102.124
2019-07-12,102.107
2019-07-15,102.106
2019-07-16,102.064
2019-07-17,102.026
2019-07-18,102.062
2019-07-19,102.143
2019-07-22,102.109
2019-07-23,102.114
2019-07-24,102.128
2019-07-25,102.051
2019-07-26,102.099
2019-07-29,102.102
2019-07-30,101.938
